node_id,GEMS Station Number,Country Name,Main Basin,split_key,split_name,snap_distance_m,HYRIV_ID
29,ARG00044,Argentina,COLORADO (SOUTH ATLANTIC),COLORADO (SOUTH ATLANTIC),train,120.58078055022044,61459123
30,ARG00045,Argentina,COLORADO (SOUTH ATLANTIC),COLORADO (SOUTH ATLANTIC),train,1528.199419356525,61486788
31,ARG00046,Argentina,COLORADO (SOUTH ATLANTIC),COLORADO (SOUTH ATLANTIC),train,803.2533059489427,61514752
32,ARG00047,Argentina,COLORADO (SOUTH ATLANTIC),COLORADO (SOUTH ATLANTIC),train,46.24275345399462,61515475
33,ARG00048,Argentina,COLORADO (SOUTH ATLANTIC),COLORADO (SOUTH ATLANTIC),train,157.13625246262603,61511487
34,ARG00049,Argentina,COLORADO (SOUTH ATLANTIC),COLORADO (SOUTH ATLANTIC),train,0.10582984054673415,61515580
35,ARG00050,Argentina,COLORADO (SOUTH ATLANTIC),COLORADO (SOUTH ATLANTIC),train,377.0967512095396,61510950
36,ARG00051,Argentina,COLORADO (SOUTH ATLANTIC),COLORADO (SOUTH ATLANTIC),train,262.0362351242986,61510758
37,ARG00052,Argentina,COLORADO (SOUTH ATLANTIC),COLORADO (SOUTH ATLANTIC),train,195.574561950268,61515319
38,ARG00053,Argentina,COLORADO (SOUTH ATLANTIC),COLORADO (SOUTH ATLANTIC),train,528.0654890102887,61515689
39,ARG00055,Argentina,,Argentina,train,178.49891976954768,61495904
40,ARG00056,Argentina,,Argentina,train,15.421889410209515,61504752
41,ARG00057,Argentina,COLORADO (SOUTH ATLANTIC),COLORADO (SOUTH ATLANTIC),train,323.77212378814386,61545084
42,ARG00058,Argentina,NEGRO (SOUTH ATLANTIC),NEGRO (SOUTH ATLANTIC),train,529.6158764994698,61556938
43,ARG00059,Argentina,NEGRO (SOUTH ATLANTIC),NEGRO (SOUTH ATLANTIC),train,231.16818999052984,61547122
44,ARG00060,Argentina,NEGRO (SOUTH ATLANTIC),NEGRO (SOUTH ATLANTIC),train,243.35853346781963,61556292
45,ARG00061,Argentina,PUELO,PUELO,train,196.87969986919586,61563788
46,ARG00062,Argentina,COLORADO (SOUTH ATLANTIC),COLORADO (SOUTH ATLANTIC),train,86.92025203727785,61528092
47,ARG00063,Argentina,COLORADO (SOUTH ATLANTIC),COLORADO (SOUTH ATLANTIC),train,111.21264933324618,61530959
48,ARG00064,Argentina,NEGRO (SOUTH ATLANTIC),NEGRO (SOUTH ATLANTIC),train,351.2623781689386,61542846
49,ARG00066,Argentina,NEGRO (SOUTH ATLANTIC),NEGRO (SOUTH ATLANTIC),train,143.39049739717998,61546254
50,ARG00067,Argentina,NEGRO (SOUTH ATLANTIC),NEGRO (SOUTH ATLANTIC),train,110.99363450785398,61531519
51,ARG00068,Argentina,VALDIVIA,VALDIVIA,train,169.0370620802546,61553974
52,ARG00069,Argentina,CHUBUT,CHUBUT,train,36.206404204444745,61576238
53,ARG00070,Argentina,CHUBUT,CHUBUT,train,200.6971881661179,61587752
54,ARG00071,Argentina,CHUBUT,CHUBUT,train,231.47030698868835,61583812
55,ARG00072,Argentina,YELCHO,YELCHO,test,200.31527541811715,61571936
56,ARG00073,Argentina,YELCHO,YELCHO,test,74.68353137724574,61571556
57,ARG00074,Argentina,CHUBUT,CHUBUT,train,918.4876969897914,61587115
58,ARG00075,Argentina,CHUBUT,CHUBUT,train,55.24077256644214,61565415
59,ARG00076,Argentina,CHUBUT,CHUBUT,train,380.63277522245795,61575045
60,ARG00077,Argentina,PALENA,PALENA,validation,231.39633036855,61575968
61,ARG00078,Argentina,CHUBUT,CHUBUT,train,385.98744645713134,61589128
62,ARG00079,Argentina,PALENA,PALENA,validation,181.55768739033192,61574235
63,ARG00080,Argentina,CHUBUT,CHUBUT,train,531.6737083161715,61568814
64,ARG00081,Argentina,PUELO,PUELO,train,129.00330253443062,61566123
65,ARG00082,Argentina,CHUBUT,CHUBUT,train,782.8655060035513,61572590
66,ARG00083,Argentina,LA PLATA,LA PLATA,train,307.71948902057113,61414393
67,ARG00084,Argentina,LA PLATA,LA PLATA,train,603.379689694504,61395770
68,ARG00085,Argentina,LA PLATA,LA PLATA,train,15.32434550595327,61403621
69,ARG00086,Argentina,LA PLATA,LA PLATA,train,2175.7318627048326,61340927
70,ARG00087,Argentina,SANTA CRUZ,SANTA CRUZ,validation,67.2172863562739,61603416
71,ARG00088,Argentina,SANTA CRUZ,SANTA CRUZ,validation,99.95723937252974,61604564
72,ARG00089,Argentina,GALLEGOS/CHICO,GALLEGOS/CHICO,train,32.5010586240485,61610254
73,ARG00090,Argentina,BAKER,BAKER,test,2.275543343098411,61592401
74,ARG00091,Argentina,CHICO,CHICO,train,50.27984988556459,61603339
75,ARG00092,Argentina,CHICO,CHICO,train,8.388264597821706,61600294
76,ARG00093,Argentina,GALLEGOS/CHICO,GALLEGOS/CHICO,train,856.7937369494863,61609098
77,ARG00094,Argentina,SANTA CRUZ,SANTA CRUZ,validation,50.24518444677082,61603842
78,ARG00095,Argentina,LA PLATA,LA PLATA,train,251.6881967000019,61473222
79,ARG00096,Argentina,LA PLATA,LA PLATA,train,965.83798644637,61495814
80,ARG00097,Argentina,LA PLATA,LA PLATA,train,119.81064411462859,61485289
81,ARG00098,Argentina,LA PLATA,LA PLATA,train,139.1493753007327,61493226
82,ARG00099,Argentina,LA PLATA,LA PLATA,train,20.126460450697483,61468070
83,ARG00100,Argentina,LA PLATA,LA PLATA,train,1062.6673489954283,61480809
84,ARG00101,Argentina,LA PLATA,LA PLATA,train,563.5341103123662,61494553
85,ARG00102,Argentina,LA PLATA,LA PLATA,train,384.9655022083491,61477938
86,ARG00103,Argentina,LA PLATA,LA PLATA,train,66.03486142606438,61478159
87,ARG00104,Argentina,LA PLATA,LA PLATA,train,439.6841129594481,61467260
88,ARG00105,Argentina,LA PLATA,LA PLATA,train,2917.25307479458,61477303
89,ARG00106,Argentina,LA PLATA,LA PLATA,train,137.34744279431683,61489012
90,ARG00107,Argentina,LA PLATA,LA PLATA,train,16.532356992275194,61414260
91,ARG00108,Argentina,LA PLATA,LA PLATA,train,372.0680303978471,61386373
92,ARG00109,Argentina,LA PLATA,LA PLATA,train,582.921363060226,61386147
93,ARG00110,Argentina,LA PLATA,LA PLATA,train,265.910069083091,61423973
94,ARG00111,Argentina,LA PLATA,LA PLATA,train,41.789052700064204,61386643
95,ARG00112,Argentina,LA PLATA,LA PLATA,train,230.78847987921904,61405720
96,ARG00113,Argentina,LA PLATA,LA PLATA,train,486.0812938794336,61453765
97,ARG00114,Argentina,LA PLATA,LA PLATA,train,202.9947180982031,61442779
98,ARG00115,Argentina,LA PLATA,LA PLATA,train,0.03711933368689802,61455919
99,ARG00116,Argentina,LA PLATA,LA PLATA,train,249.51217722241327,61441510
100,ARG00117,Argentina,LA PLATA,LA PLATA,train,107.75755073444347,61454178
101,ARG00118,Argentina,LA PLATA,LA PLATA,train,681.8203466439163,61461702
102,ARG00119,Argentina,LA PLATA,LA PLATA,train,292.49946226492943,61422897
103,ARG00120,Argentina,LA PLATA,LA PLATA,train,584.3941335158597,61435326
104,ARG00121,Argentina,LA PLATA,LA PLATA,train,492.1547753338812,61413528
105,ARG00122,Argentina,LA PLATA,LA PLATA,train,2277.388350859747,61422101
106,ARG00123,Argentina,LA PLATA,LA PLATA,train,2029.229307576296,61427027
107,ARG00124,Argentina,LA PLATA,LA PLATA,train,611.8819258015359,61504260
108,ARG00125,Argentina,LA PLATA,LA PLATA,train,472.29110591584697,61508736
109,ARG00126,Argentina,LA PLATA,LA PLATA,train,334.78160288437897,61507650
110,ARG00127,Argentina,LA PLATA,LA PLATA,train,169.56600907599707,61508162
111,ARG00128,Argentina,,Argentina,train,77.50983037489453,61524512
112,ARG00129,Argentina,,Argentina,train,169.63012251911945,61514805
113,ARG00130,Argentina,,Argentina,train,841.8960737709184,61519539
114,ARG00131,Argentina,,Argentina,train,58.501189971143376,61517466
115,ARG00132,Argentina,,Argentina,train,1203.4954953085503,61528502
116,ARG00133,Argentina,,Argentina,train,270.4155031034347,61528403
117,ARG00134,Argentina,,Argentina,train,38.05442696522462,61542260
118,ARG00135,Argentina,,Argentina,train,138.54795345604617,61493667
119,ARG00136,Argentina,MAR CHIQUITA,MAR CHIQUITA,train,82.11436910443939,61474089
120,ARG00137,Argentina,LA PLATA,LA PLATA,train,46.25198276808841,61486666
121,ARG00138,Argentina,MAR CHIQUITA,MAR CHIQUITA,train,384.4523876118851,61478860
122,ARG00139,Argentina,LA PLATA,LA PLATA,train,610.1186150897527,61490985
123,ARG00140,Argentina,,Argentina,train,1913.7762430930284,61499335
124,ARG00141,Argentina,,Argentina,train,59.43925494550874,61499049
125,ARG00142,Argentina,LA PLATA,LA PLATA,train,76.92773581698751,61486004
126,ARG00143,Argentina,MAR CHIQUITA,MAR CHIQUITA,train,508.23303197366783,61471552
127,ARG00144,Argentina,COLORADO (SOUTH ATLANTIC),COLORADO (SOUTH ATLANTIC),train,123.84326609881848,61541962
128,ARG00145,Argentina,COLORADO (SOUTH ATLANTIC),COLORADO (SOUTH ATLANTIC),train,935.8325305353135,61523933
129,AUT00007,Austria,DANUBE,DANUBE,train,101.87870656586517,20455415
130,AUT00008,Austria,DANUBE,DANUBE,train,60.87431787747895,20460748
131,AUT00009,Austria,DANUBE,DANUBE,train,20.954271490990667,20457750
132,AUT00010,Austria,DANUBE,DANUBE,train,176.6380894307756,20465171
133,AUT00011,Austria,DANUBE,DANUBE,train,132.0447035979842,20458887
134,AUT00012,Austria,DANUBE,DANUBE,train,100.58163075912003,20463825
135,AUT00013,Austria,DANUBE,DANUBE,train,133.38424937026335,20458073
136,AUT00014,Austria,DANUBE,DANUBE,train,6.163483278340931,20426269
137,AUT00015,Austria,DANUBE,DANUBE,train,23.62768704207303,20426012
138,AUT00016,Austria,DANUBE,DANUBE,train,100.45409662656407,20422178
139,AUT00017,Austria,DANUBE,DANUBE,train,297.09162006333077,20423345
140,AUT00018,Austria,DANUBE,DANUBE,train,11.058237601968756,20408156
141,AUT00019,Austria,DANUBE,DANUBE,train,37.291253959268396,20429726
142,AUT00020,Austria,DANUBE,DANUBE,train,24.089911931370665,20430094
143,AUT00021,Austria,DANUBE,DANUBE,train,399.1619769245539,20426791
144,AUT00022,Austria,DANUBE,DANUBE,train,691.9965758191746,20425637
145,AUT00023,Austria,DANUBE,DANUBE,train,259.1152355682204,20435817
146,AUT00024,Austria,DANUBE,DANUBE,train,346.6353340181273,20417153
147,AUT00025,Austria,DANUBE,DANUBE,train,173.65448435977342,20427934
148,AUT00026,Austria,DANUBE,DANUBE,train,31.090123665168424,20433394
149,AUT00027,Austria,DANUBE,DANUBE,train,367.03477255137415,20424225
150,AUT00028,Austria,DANUBE,DANUBE,train,113.39135902145159,20424225
151,AUT00029,Austria,DANUBE,DANUBE,train,98.29485086564009,20424834
152,AUT00030,Austria,DANUBE,DANUBE,train,14.600838995534007,20448461
153,AUT00031,Austria,DANUBE,DANUBE,train,81.82912689480355,20444594
154,AUT00032,Austria,DANUBE,DANUBE,train,248.96244223924282,20436588
155,AUT00033,Austria,DANUBE,DANUBE,train,9.3193984953773,20452371
156,AUT00034,Austria,DANUBE,DANUBE,train,105.6545775706291,20443752
157,AUT00035,Austria,DANUBE,DANUBE,train,75.98217561380622,20440723
158,AUT00036,Austria,DANUBE,DANUBE,train,139.24707398499518,20439608
159,AUT00037,Austria,DANUBE,DANUBE,train,37.532205608362354,20450157
160,AUT00038,Austria,DANUBE,DANUBE,train,120.4237499894546,20449093
161,AUT00039,Austria,DANUBE,DANUBE,train,46.54089239941514,20443439
162,AUT00040,Austria,DANUBE,DANUBE,train,209.3947469521295,20445370
163,AUT00041,Austria,DANUBE,DANUBE,train,29.39067366701638,20459863
164,AUT00042,Austria,DANUBE,DANUBE,train,124.14600774644451,20458980
165,AUT00043,Austria,DANUBE,DANUBE,train,24.09281581002141,20444585
166,AUT00044,Austria,DANUBE,DANUBE,train,109.08840397422762,20458405
167,AUT00045,Austria,DANUBE,DANUBE,train,261.3113349064944,20450955
168,AUT00046,Austria,DANUBE,DANUBE,train,61.15228474982733,20455044
169,AUT00047,Austria,DANUBE,DANUBE,train,102.48565240028472,20452706
170,AUT00048,Austria,DANUBE,DANUBE,train,142.67205397986527,20447527
171,AUT00049,Austria,DANUBE,DANUBE,train,45.96438207689087,20451774
172,AUT00050,Austria,DANUBE,DANUBE,train,106.52629693574644,20450560
173,AUT00051,Austria,DANUBE,DANUBE,train,284.25338831255743,20450144
174,AUT00052,Austria,DANUBE,DANUBE,train,516.9668807968729,20441391
175,AUT00053,Austria,DANUBE,DANUBE,train,212.16075002201177,20441391
176,AUT00054,Austria,DANUBE,DANUBE,train,84.18221248523774,20442351
177,AUT00055,Austria,DANUBE,DANUBE,train,98.8101532342339,20439268
178,AUT00056,Austria,DANUBE,DANUBE,train,13.226954174148956,20454600
179,AUT00057,Austria,DANUBE,DANUBE,train,261.0912241034542,20464859
180,AUT00058,Austria,DANUBE,DANUBE,train,152.9693633390838,20460294
181,AUT00059,Austria,DANUBE,DANUBE,train,106.2559277693345,20466912
182,AUT00060,Austria,DANUBE,DANUBE,train,29.720749097539656,20460296
183,AUT00061,Austria,DANUBE,DANUBE,train,270.94282000019615,20416870
184,AUT00062,Austria,DANUBE,DANUBE,train,132.69294080789874,20421931
185,AUT00063,Austria,ELBE,ELBE,train,183.48022947945296,20403520
186,AUT00064,Austria,DANUBE,DANUBE,train,65.9624857913183,20402210
187,AUT00065,Austria,DANUBE,DANUBE,train,239.2190452209402,20418070
188,AUT00066,Austria,DANUBE,DANUBE,train,150.43956875878555,20425759
189,AUT00067,Austria,DANUBE,DANUBE,train,199.91864537933205,20419040
190,AUT00068,Austria,DANUBE,DANUBE,train,15.205650851141117,20444130
191,AUT00069,Austria,DANUBE,DANUBE,train,25.159325972412176,20443557
192,AUT00070,Austria,DANUBE,DANUBE,train,78.89789879864632,20443566
193,AUT00071,Austria,DANUBE,DANUBE,train,52.61167161056874,20448085
194,AUT00072,Austria,DANUBE,DANUBE,train,1.3567747524907015,20452228
195,AUT00073,Austria,DANUBE,DANUBE,train,99.32362463782353,20435666
196,AUT00074,Austria,DANUBE,DANUBE,train,156.4002520947559,20461528
197,AUT00075,Austria,RHINE-MEUSE,RHINE-MEUSE,test,254.2553449795437,20447746
198,AUT00237,Austria,DANUBE,DANUBE,train,122.29242454756967,20465984
199,AUT00238,Austria,DANUBE,DANUBE,train,79.25202573981423,20463591
200,AUT00239,Austria,DANUBE,DANUBE,train,320.9236074458955,20419853
201,AUT00240,Austria,DANUBE,DANUBE,train,960.4741281765344,20423019
202,AUT00241,Austria,DANUBE,DANUBE,train,72.97804224873849,20408511
203,AUT00242,Austria,DANUBE,DANUBE,train,43.35545493353781,20412022
204,AUT00243,Austria,DANUBE,DANUBE,train,14.887162337186709,20447858
205,AUT00244,Austria,DANUBE,DANUBE,train,125.48476381717073,20436914
206,AUT00245,Austria,DANUBE,DANUBE,train,32.22636265561464,20449447
207,AUT00246,Austria,DANUBE,DANUBE,train,59.08067587631419,20449789
208,AUT00247,Austria,DANUBE,DANUBE,train,143.30635293337778,20456537
209,AUT00248,Austria,DANUBE,DANUBE,train,90.80626998193387,20450358
210,AUT00249,Austria,DANUBE,DANUBE,train,29.872388846206416,20451547
211,AUT00250,Austria,DANUBE,DANUBE,train,6.051987666735772,20448324
212,AUT00251,Austria,DANUBE,DANUBE,train,12.970563724591898,20419989
213,AUT00277,Austria,DANUBE,DANUBE,train,160.9770180518689,20431087
214,AUT00278,Austria,DANUBE,DANUBE,train,81.16773033729878,20447071
215,AUT00279,Austria,DANUBE,DANUBE,train,22.274014914278403,20454597
216,AUT00280,Austria,DANUBE,DANUBE,train,266.7530949993527,20427672
217,AUT00281,Austria,DANUBE,DANUBE,train,309.9083935533874,20456545
218,AUT00282,Austria,DANUBE,DANUBE,train,217.9746825071922,20448210
219,AUT00283,Austria,DANUBE,DANUBE,train,85.25749939680722,20442227
220,AUT00284,Austria,DANUBE,DANUBE,train,24.907346919224647,20441072
221,AUT00285,Austria,DANUBE,DANUBE,train,195.42924303194786,20447752
222,AUT00286,Austria,DANUBE,DANUBE,train,279.825632917941,20443105
223,AUT00287,Austria,DANUBE,DANUBE,train,24.230394749312776,20445146
224,AUT00288,Austria,DANUBE,DANUBE,train,293.5099568851871,20450570
225,AUT00289,Austria,DANUBE,DANUBE,train,100.41956551169886,20456180
226,AUT00290,Austria,DANUBE,DANUBE,train,107.1896544289951,20464961
227,AUT00291,Austria,DANUBE,DANUBE,train,373.6849157529381,20462204
228,AUT00292,Austria,DANUBE,DANUBE,train,295.29495316396,20465986
229,AUT00293,Austria,DANUBE,DANUBE,train,14.713001772228425,20466325
230,AUT00294,Austria,DANUBE,DANUBE,train,130.3240877409559,20464382
231,AUT00295,Austria,DANUBE,DANUBE,train,123.40062451713614,20457646
232,AUT00296,Austria,DANUBE,DANUBE,train,108.83493584137672,20455716
233,AUT00297,Austria,DANUBE,DANUBE,train,181.98228551560007,20454815
234,AUT00298,Austria,DANUBE,DANUBE,train,121.69607665155826,20463146
235,AUT00299,Austria,DANUBE,DANUBE,train,170.44499170743774,20467346
236,AUT00300,Austria,DANUBE,DANUBE,train,87.11868187801078,20467351
237,AUT00301,Austria,DANUBE,DANUBE,train,796.6997953976204,20459624
238,AUT00302,Austria,DANUBE,DANUBE,train,116.74862994043578,20465063
239,AUT00303,Austria,DANUBE,DANUBE,train,10.470680279942707,20457647
240,AUT00304,Austria,DANUBE,DANUBE,train,3.304648225176584,20465061
241,AUT00305,Austria,DANUBE,DANUBE,train,100.80692312965445,20463248
242,AUT00306,Austria,DANUBE,DANUBE,train,69.93129547166406,20462207
243,AUT00307,Austria,DANUBE,DANUBE,train,4.209233429045907,20457648
244,AUT00308,Austria,DANUBE,DANUBE,train,15.364039643299202,20463709
245,AUT00309,Austria,DANUBE,DANUBE,train,210.20923183094195,20465769
246,AUT00310,Austria,DANUBE,DANUBE,train,936.0403148617908,20419132
247,AUT00311,Austria,DANUBE,DANUBE,train,432.1693233813004,20423231
248,AUT00312,Austria,DANUBE,DANUBE,train,243.5487374148891,20420940
249,AUT00313,Austria,DANUBE,DANUBE,train,74.50213471208967,20429192
250,AUT00314,Austria,DANUBE,DANUBE,train,75.94496027550534,20427514
251,AUT00315,Austria,DANUBE,DANUBE,train,115.83650882036497,20428720
252,AUT00316,Austria,DANUBE,DANUBE,train,78.59453451370531,20429452
253,AUT00317,Austria,DANUBE,DANUBE,train,30.872317849224125,20414858
254,AUT00318,Austria,DANUBE,DANUBE,train,424.96664501439597,20421172
255,AUT00319,Austria,DANUBE,DANUBE,train,122.23615121101462,20414743
256,AUT00320,Austria,DANUBE,DANUBE,train,134.98828964230913,20421929
257,AUT00321,Austria,DANUBE,DANUBE,train,34.84577063550745,20423482
258,AUT00322,Austria,DANUBE,DANUBE,train,239.31386312079576,20422535
259,AUT00323,Austria,DANUBE,DANUBE,train,1997.6279510163865,20428831
260,AUT00324,Austria,DANUBE,DANUBE,train,106.6880791802812,20411558
261,AUT00325,Austria,DANUBE,DANUBE,train,173.4831917779853,20414394
262,AUT00326,Austria,DANUBE,DANUBE,train,211.65702810559986,20413001
263,AUT00327,Austria,DANUBE,DANUBE,train,368.12780378333736,20420604
264,AUT00328,Austria,DANUBE,DANUBE,train,26.300420993673146,20414861
265,AUT00329,Austria,DANUBE,DANUBE,train,72.27913275298688,20425877
266,AUT00330,Austria,DANUBE,DANUBE,train,177.7108918578066,20423346
267,AUT00331,Austria,DANUBE,DANUBE,train,10.2935390527045,20420382
268,AUT00332,Austria,ELBE,ELBE,train,280.15681154317605,20404782
269,AUT00333,Austria,DANUBE,DANUBE,train,103.06357125928238,20421663
270,AUT00334,Austria,DANUBE,DANUBE,train,159.03044685912394,20403928
271,AUT00335,Austria,DANUBE,DANUBE,train,702.4934851390984,20406046
272,AUT00336,Austria,DANUBE,DANUBE,train,115.55424788845812,20408967
273,AUT00337,Austria,DANUBE,DANUBE,train,156.48579339740868,20401575
274,AUT00338,Austria,DANUBE,DANUBE,train,157.6427557093451,20406155
275,AUT00339,Austria,DANUBE,DANUBE,train,480.0035529159756,20405940
276,AUT00340,Austria,DANUBE,DANUBE,train,155.6604696437187,20405298
277,AUT00341,Austria,DANUBE,DANUBE,train,2103.7476167495292,20410789
278,AUT00342,Austria,DANUBE,DANUBE,train,257.08287018017916,20409574
279,AUT00343,Austria,DANUBE,DANUBE,train,309.65281696456,20405299
280,AUT00344,Austria,DANUBE,DANUBE,train,416.59390399794506,20405940
281,AUT00345,Austria,DANUBE,DANUBE,train,9.281948247798825,20401468
282,AUT00346,Austria,DANUBE,DANUBE,train,284.9795108114451,20430351
283,AUT00347,Austria,DANUBE,DANUBE,train,33.15153772312227,20432779
284,AUT00348,Austria,DANUBE,DANUBE,train,41.41491287120721,20434600
285,AUT00349,Austria,DANUBE,DANUBE,train,101.9127589591382,20420377
286,AUT00350,Austria,DANUBE,DANUBE,train,149.05454116138043,20412137
287,AUT00351,Austria,DANUBE,DANUBE,train,80.45643473523684,20419478
288,AUT00352,Austria,DANUBE,DANUBE,train,22.717730365251576,20426008
289,AUT00353,Austria,DANUBE,DANUBE,train,279.8464527638563,20418174
290,AUT00354,Austria,DANUBE,DANUBE,train,95.6236369801571,20416731
291,AUT00355,Austria,DANUBE,DANUBE,train,104.317198862403,20414277
292,AUT00356,Austria,DANUBE,DANUBE,train,15.609158066768508,20421285
293,AUT00357,Austria,DANUBE,DANUBE,train,149.9396176909981,20421777
294,AUT00358,Austria,DANUBE,DANUBE,train,127.97757652040934,20425307
295,AUT00359,Austria,DANUBE,DANUBE,train,111.01961437623746,20416609
296,AUT00360,Austria,DANUBE,DANUBE,train,163.37252864732045,20418068
297,AUT00361,Austria,DANUBE,DANUBE,train,47.83135658506793,20413130
298,AUT00362,Austria,DANUBE,DANUBE,train,734.2549478945435,20409954
299,AUT00363,Austria,DANUBE,DANUBE,train,14.342534889367395,20409958
300,AUT00364,Austria,DANUBE,DANUBE,train,113.37869160273101,20419036
301,AUT00365,Austria,DANUBE,DANUBE,train,46.32561644285974,20439876
302,AUT00366,Austria,DANUBE,DANUBE,train,60.39393484617857,20424477
303,AUT00367,Austria,DANUBE,DANUBE,train,205.38118355324667,20428333
304,AUT00368,Austria,DANUBE,DANUBE,train,37.1783264468646,20425872
305,AUT00369,Austria,DANUBE,DANUBE,train,78.51292973445665,20428954
306,AUT00370,Austria,DANUBE,DANUBE,train,22.73124445009368,20428954
307,AUT00371,Austria,DANUBE,DANUBE,train,23.607326526330855,20424951
308,AUT00372,Austria,DANUBE,DANUBE,train,33.664218083677035,20430339
309,AUT00373,Austria,DANUBE,DANUBE,train,734.4692612798049,20421061
310,AUT00374,Austria,DANUBE,DANUBE,train,195.12116415487148,20425404
311,AUT00375,Austria,DANUBE,DANUBE,train,340.71342539984977,20426009
312,AUT00376,Austria,DANUBE,DANUBE,train,24.088301159607212,20428473
313,AUT00377,Austria,DANUBE,DANUBE,train,113.71357349089851,20429712
314,AUT00378,Austria,DANUBE,DANUBE,train,175.4283596320993,20425409
315,AUT00379,Austria,DANUBE,DANUBE,train,31.292109149678193,20436808
316,AUT00380,Austria,DANUBE,DANUBE,train,26.197945783298472,20431084
317,AUT00381,Austria,DANUBE,DANUBE,train,132.70875639307087,20434852
318,AUT00382,Austria,DANUBE,DANUBE,train,129.4336838302468,20418811
319,AUT00383,Austria,DANUBE,DANUBE,train,63.36959621381879,20419244
320,AUT00384,Austria,DANUBE,DANUBE,train,63.758360771742154,20420379
321,AUT00385,Austria,DANUBE,DANUBE,train,43.16187264764514,20414139
322,AUT00386,Austria,DANUBE,DANUBE,train,100.55746762226056,20411432
323,AUT00387,Austria,DANUBE,DANUBE,train,91.99524448618025,20414277
324,AUT00388,Austria,DANUBE,DANUBE,train,268.68165007099896,20447973
325,AUT00389,Austria,DANUBE,DANUBE,train,75.33630987617711,20446961
326,AUT00390,Austria,DANUBE,DANUBE,train,147.16012335245276,20446463
327,AUT00391,Austria,DANUBE,DANUBE,train,22.66542178613401,20451193
328,AUT00392,Austria,DANUBE,DANUBE,train,210.4613925301149,20446832
329,AUT00393,Austria,DANUBE,DANUBE,train,131.69403305878728,20444370
330,AUT00394,Austria,DANUBE,DANUBE,train,10.401401305316421,20450363
331,AUT00395,Austria,DANUBE,DANUBE,train,5.808931604004915,20445719
332,AUT00396,Austria,DANUBE,DANUBE,train,46.33620008606395,20439999
333,AUT00397,Austria,DANUBE,DANUBE,train,34.95997303514642,20441395
334,AUT00398,Austria,DANUBE,DANUBE,train,53.73692151370946,20438642
335,AUT00399,Austria,DANUBE,DANUBE,train,424.68782870200744,20438421
336,AUT00400,Austria,DANUBE,DANUBE,train,45.61536733581593,20438421
337,AUT00401,Austria,DANUBE,DANUBE,train,98.24299535983344,20436326
338,AUT00402,Austria,DANUBE,DANUBE,train,143.9661955960371,20433902
339,AUT00403,Austria,DANUBE,DANUBE,train,95.4829428192065,20428065
340,AUT00404,Austria,DANUBE,DANUBE,train,85.83121020332204,20432875
